"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA24WA123","INC","193916","2024-03-09T14:15:00Z","West Sussex","Other Foreign","United Kingdom",,"G-YMMG","30308","false","Aviation","",,,"None","0","0","0",,,,"51.148055999999997","-0.190278","BOEING","777","AIR",,,"false","2",,,,"NUSC","Unknown",,"British Airways","Unknown","N/A",,"Prelim","","None"
"GAA24WA136","ACC","194051","2024-03-09T14:13:00Z","Mwachon",,"Kenya",,"5Y-PKI",,"false","Aviation","",,,"None","0","0","0",,,,,,"BELL","407","HELI",,,"false",,,,,"NUSC","Substantial",,,"Takeoff","N/A",,"Prelim","","None"
"WPR24LA107","ACC","193918","2024-03-09T12:39:00Z","Death Valley","California","United States",,"N78659","11-1420","false","Aviation","",,,"None","0","0","0",,,,"36.460000000000001","-116.88","PIPER","PA-11","AIR","L06","Furnace Creek","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193918/pdf"
"GAA24WA118","ACC","193962","2024-03-08T19:30:00Z","Bathurst",,"Australia",,"VH-MEH",,"false","Aviation","",,,,,,,,,,,,"AERO COMMANDER","500-S",,,,"false",,,,,,,,,"Takeoff","N/A",,,"",""
"WPR24LA106","ACC","193914","2024-03-08T15:25:00Z","Whitethorn","California","United States",,"N2824M","1144","false","Aviation","",,,"Minor","0","0","2",,,,"39.975161","-123.97834","CIRRUS DESIGN CORP","SR22","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193914/pdf"
"ERA24LA133","ACC","193900","2024-03-08T14:05:00Z","Greensboro","North Carolina","United States",,"N8455R","28-22356","false","Aviation","",,,"None","0","0","0",,,,"36.099251000000002","-79.933604000000003","PIPER","PA-28-140","AIR","GSO","PIEDMONT TRIAD INTL","false","1",,,"PERS","091","Substantial","VMC","Skyways Group LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193900/pdf"
"GAA24WA129","ACC","193996","2024-03-08T12:35:00Z","Enschede",,"Netherlands",,"PH-RRR",,"false","Aviation","",,,"Minor","0","0","2",,,,,,"PIPER","PA28",,,,"false",,,,,,,,,"Approach","N/A",,,"","None"
"ERA24LA132","ACC","193899","2024-03-08T11:46:00Z","Allentown","Pennsylvania","United States",,"N3023K","28R-7918022","false","Aviation","",,,"None","0","0","0",,,,"40.652363000000001","-75.440405999999996","PIPER","PA-28RT-201","AIR","ABE","Lehigh Valley International","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193899/pdf"
"DCA24FA120","ACC","193898","2024-03-08T09:58:00Z","Houston","Texas","United States",,"N27290","44309","false","Aviation","",,,"None","0","0","0",,,,"29.978134000000001","-95.334248000000002","BOEING","737-8","AIR","IAH","GEORGE BUSH INTCNTL/HOUSTON","false","2",,"SCHD",,"121","Substantial","IMC","UNITED AIRLINES INC","Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193898/pdf"
"ERA24LA138","ACC","193917","2024-03-07T19:24:00Z","Stafford","Virginia","United States",,"N6339P","24-1449","false","Aviation","",,,"None","0","0","0",,,,"38.398111","-77.455472","PIPER","PA-24-180","AIR","RMN","STAFFORD RGNL","false","1",,,"PERS","091","Substantial","VMC","Aviation Adventures","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193917/pdf"
"WPR24FA104","ACC","193897","2024-03-07T13:24:00Z","Cave Junction","Oregon","United States",,"N4443G","342","false","Aviation","",,,"Fatal","1","0","0",,,,"42.111739","-123.68125999999999","KOLB COMPANY","FIRESTAR KXP","AIR","3S4","ILLINOIS VALLEY","false","1",,,"PERS","091","Substantial","VMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193897/pdf"
"CEN24LA128","ACC","193891","2024-03-06T23:40:00Z","West Lafayette","Indiana","United States",,"N191LL","9319","false","Aviation","",,,"None","0","0","0",,,,"40.415396999999999","-86.930936000000003","EUROCOPTER DEUTSCHLAND GMBH","MBB-BK 117 C-2","HELI","LAF","PURDUE UNIVERSITY","false","2",,"NSCH","POSI","135","Substantial","VMC","Metro Aviation","Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193891/pdf"
"CEN24LA132","ACC","193913","2024-03-06T14:00:00Z","Lockhart","Texas","United States",,"N7710J","001","false","Aviation","",,,,,,,,,,"29.850000000000001","-97.670000000000002","DAVID N BOYD","PIETENPOL AIR CAMPER","AIR","50R",,"false","1",,,"PERS","091","Substantial",,,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193913/pdf"
